12.50,0.00
13.03,0.00
13.55,0.00
14.07,0.00
14.59,0.00
15.11,0.00
15.63,0.00
16.15,0.00
16.67,0.00
17.19,0.00
17.72,0.00
18.24,0.00
18.76,0.00
19.28,0.00
19.80,0.00
20.32,0.00
20.87,0.00
21.39,0.00
21.92,208.39
22.44,1073.91
22.96,353.74
23.48,598.38
24.00,903.46
24.52,973.23
25.04,943.70
25.56,993.73
26.08,961.76
26.61,993.73
27.13,968.95
27.65,970.63
28.17,976.60
28.69,978.59
29.21,969.10
29.73,982.57
30.25,958.09
30.77,982.72
31.29,957.17
31.81,1006.43
32.33,965.58
32.85,999.40
33.37,981.49
33.90,993.58
34.42,991.13
34.94,961.15
35.46,967.27
35.98,951.05
36.50,785.35
37.02,718.33
37.54,673.20
38.06,660.65
38.58,583.85
39.10,509.49
39.62,506.43
40.14,184.36
40.66,-0.15
41.19,0.00
41.71,0.00
42.23,0.00
42.75,0.15
43.27,0.00
43.79,725.68
44.31,959.92
44.83,1001.69
45.35,1002.91
45.87,886.48
46.40,761.63
46.92,705.18
47.44,710.23
47.96,681.46
48.48,681.77
49.00,657.59
49.52,660.04
50.04,655.30
50.56,666.16
51.08,653.77
51.60,647.34
52.12,640.30
52.64,659.89
53.16,647.19
53.68,663.10
54.21,649.94
54.73,641.07
55.25,640.30
55.77,662.95
56.29,658.82
56.81,671.67
57.33,661.27
57.85,679.93
58.37,670.45
58.89,685.44
59.41,668.92
59.93,696.15
60.45,688.19
60.97,696.46
61.49,680.70
62.02,689.42
62.54,680.39
63.06,692.33
63.58,676.72
64.10,674.73
64.62,665.70
65.14,685.13
65.66,671.67
66.18,675.34
66.71,658.51
67.23,702.58
67.75,740.37
68.27,1147.04
68.79,2003.84
69.31,2003.84
69.83,2003.84
70.35,2003.84
70.87,2003.84
71.39,2003.84
71.91,2003.84
72.43,2003.84
72.95,2003.84
73.47,2003.84
74.00,2003.84
74.52,2003.84
75.04,2003.84
75.56,2003.84
76.08,2003.84
76.60,2003.84
77.12,2003.84
77.64,1460.23
78.16,743.58
78.68,65.79
79.20,-0.15
79.72,1.22
