12.48,0.00
13.01,0.00
13.53,0.00
14.05,0.00
14.57,0.00
15.09,0.00
15.61,-0.15
16.13,0.00
16.65,0.00
17.17,0.00
17.69,-120.87
18.21,2003.53
18.74,2003.53
19.25,2003.53
19.78,2003.53
20.30,2003.53
20.82,1899.65
21.34,1693.40
21.86,1545.91
22.38,1508.89
22.90,1664.49
23.42,1782.91
23.94,1820.55
24.47,1855.43
24.99,1890.93
25.51,1923.82
26.03,1913.72
26.55,1931.47
27.07,1979.67
27.59,2003.53
28.11,2003.53
28.63,2003.53
29.15,2003.53
29.67,2003.53
30.19,2003.53
30.71,2003.53
31.23,2003.53
31.76,2003.53
32.28,2003.53
32.80,2003.53
33.32,2003.53
33.84,2003.53
34.36,2003.53
34.88,2003.53
35.40,1990.84
35.92,1904.85
36.44,1828.35
36.97,1798.21
37.49,1740.53
38.01,1748.79
38.53,1803.87
39.04,1860.02
39.57,1863.23
40.09,1906.38
40.61,1924.89
41.13,1951.67
41.65,1967.43
42.17,1967.12
42.69,1979.67
43.21,2003.53
43.73,2003.53
44.26,2003.53
44.78,2003.53
45.30,2003.53
45.82,2003.53
46.34,2003.53
46.86,2003.53
47.38,2003.53
47.90,2003.53
48.42,2003.53
48.94,2003.53
49.46,2003.53
50.02,2003.53
50.54,2003.53
51.06,2003.53
51.58,2003.53
52.10,2003.53
52.62,2003.53
53.14,2003.53
53.66,2003.53
54.18,2003.53
54.71,2003.53
55.22,2003.53
55.74,2003.53
56.26,2003.53
56.78,2003.53
57.31,2003.53
57.83,2003.53
58.35,2003.53
58.87,2003.53
59.39,2003.53
59.91,2003.53
60.43,2003.53
60.95,2003.53
61.47,2003.53
62.00,2003.53
62.52,1592.27
63.04,835.53
63.56,127.45
64.08,-0.46
64.60,-0.15
65.12,0.31
