12.48,0.00
13.01,0.00
13.53,0.00
14.05,0.00
14.57,0.00
15.09,0.00
15.61,0.00
16.13,0.00
16.66,0.00
17.17,0.00
17.69,0.00
18.22,0.00
18.74,0.00
19.26,0.00
19.78,0.00
20.30,0.00
20.82,2.14
21.34,1327.73
21.86,1493.59
22.38,1539.79
22.90,1586.92
23.42,1626.54
23.94,1590.43
24.47,1600.07
24.99,1604.97
25.51,1620.88
26.03,1611.85
26.55,1618.59
27.10,1602.83
27.62,1633.28
28.14,1620.73
28.67,1628.84
29.18,1629.14
29.70,1629.14
30.23,1612.47
30.75,1643.22
31.26,1619.66
31.78,1624.09
32.31,1627.16
32.83,1629.30
33.35,1619.66
33.87,1644.60
34.39,1611.40
34.91,1621.80
35.43,1623.94
35.95,1621.80
36.47,1619.05
37.00,1632.20
37.52,1603.90
38.04,1627.46
38.56,1621.65
39.08,1622.56
39.60,1618.74
40.12,1620.27
40.64,1600.38
41.16,1622.72
41.68,1614.91
42.20,1623.79
42.72,1620.58
43.24,1628.84
43.76,1604.66
44.29,1635.11
44.81,1618.43
45.33,1617.52
45.85,1617.52
46.37,1630.37
46.89,1610.63
47.41,1640.16
47.93,1614.61
48.45,1614.61
48.98,1608.95
49.50,899.49
50.02,198.59
50.54,-7.80
51.06,-0.31
51.58,0.00
52.10,0.00
52.62,0.92
53.15,0.31
53.67,0.31
54.19,-0.15
