12.49,0.00
13.02,0.00
13.54,0.00
14.06,0.00
14.59,136.93
15.11,1217.11
15.63,1530.31
16.15,1680.70
16.67,1755.83
17.19,1808.61
17.71,1830.34
18.23,1840.44
18.75,1840.59
19.27,1862.32
19.79,1836.92
20.31,1845.79
20.83,1840.44
21.35,1839.06
21.88,1827.28
22.40,1850.99
22.92,1831.10
23.44,1838.60
23.96,1829.57
24.48,1833.25
25.00,1828.50
25.52,1844.26
26.04,1824.53
26.56,1831.87
27.08,1822.69
27.60,1830.95
28.12,1833.70
28.64,1837.22
29.16,1821.46
29.68,1836.77
30.21,1817.49
30.73,1833.70
31.25,1829.88
31.77,1830.34
32.29,1824.83
32.81,1832.02
33.33,1813.81
33.85,1843.19
34.38,1832.17
34.90,1824.53
35.42,1826.36
35.94,1832.94
36.46,1819.17
36.98,1846.71
37.50,1819.93
38.02,1828.35
38.54,1825.14
39.06,1827.89
39.58,1825.75
40.10,1839.98
40.62,1817.03
41.14,1839.21
41.66,1724.00
42.19,958.09
42.71,254.59
43.23,0.15
43.75,0.15
44.27,0.00
44.79,0.15
45.31,0.15
45.83,0.61
46.35,-0.31
