
6.66, 399, 0
6.65, 399, 1
6.68, 400, 2
6.67, 400, 0
6.66, 399, 1
6.69, 401, 2
6.70, 401, 0
6.67, 400, 1
6.70, 401, 2
6.70, 402, 0
6.68, 400, 1
6.71, 402, 2
6.71, 402, 0
6.70, 401, 1
6.72, 403, 2
6.72, 403, 0
6.70, 402, 1
6.72, 403, 2
6.75, 404, 0
6.71, 402, 1
6.74, 404, 2
6.73, 403, 0
6.74, 404, 1
6.75, 404, 2
6.75, 405, 0
6.72, 403, 1
6.77, 406, 2
6.76, 405, 0
6.73, 404, 1
6.76, 405, 2
6.76, 405, 0
6.74, 404, 1
6.77, 405, 2
6.77, 406, 0
6.75, 404, 1
6.77, 406, 2
6.78, 406, 0
6.75, 404, 1
6.78, 407, 2
6.78, 406, 0
6.76, 405, 1
6.78, 406, 2
6.78, 407, 0
6.77, 405, 1
6.79, 407, 2
6.79, 407, 0
6.77, 406, 1
6.79, 407, 2
6.79, 407, 0
6.77, 406, 1
6.79, 407, 2
6.80, 407, 0
6.77, 406, 1
6.80, 407, 2
6.80, 407, 0
6.78, 406, 1
6.80, 407, 2
6.80, 407, 0
6.77, 406, 1
6.81, 408, 2
6.79, 407, 0
6.78, 406, 1
6.80, 407, 2
6.80, 407, 0
6.78, 406, 1
6.80, 407, 2
6.80, 408, 0
6.78, 406, 1
6.80, 408, 2
6.80, 407, 0
6.78, 406, 1
6.81, 408, 2
6.81, 408, 0
6.78, 406, 1
6.81, 408, 2
6.79, 407, 0
6.79, 407, 1
6.80, 408, 2
6.80, 408, 0
6.78, 406, 1
6.80, 407, 2
6.80, 408, 0
6.78, 406, 1
6.80, 408, 2
6.80, 408, 0
6.78, 406, 1
6.81, 408, 2
6.79, 407, 0
6.80, 407, 1
6.80, 408, 2
6.80, 408, 0
6.79, 407, 1
6.81, 408, 2
6.81, 408, 0
6.79, 407, 1
6.81, 408, 2
6.81, 408, 0
6.78, 406, 1
6.82, 409, 2
6.81, 408, 0
6.79, 407, 1
6.80, 408, 2
6.81, 408, 0
6.78, 406, 1
6.81, 408, 2
6.81, 408, 0
6.79, 407, 1
6.81, 408, 2
6.82, 409, 0
6.80, 407, 1
6.81, 408, 2
6.82, 408, 0
6.79, 407, 1
6.81, 408, 2
6.81, 408, 0
6.79, 407, 1
6.82, 408, 2
6.82, 409, 0
6.80, 407, 1
6.82, 409, 2
6.82, 409, 0
6.80, 407, 1
6.82, 409, 2
6.82, 409, 0
6.80, 407, 1
6.82, 409, 2
6.82, 408, 0
6.81, 408, 1
6.82, 408, 2
6.83, 409, 0
6.79, 407, 1
6.83, 410, 2
6.82, 409, 0
6.80, 408, 1
6.82, 409, 2
6.82, 408, 0
6.79, 407, 1
6.82, 408, 2
6.81, 408, 0
6.79, 407, 1
6.82, 409, 2
6.81, 408, 0
6.80, 407, 1
6.82, 409, 2
6.82, 408, 0
6.79, 407, 1
6.82, 409, 2
6.81, 408, 0
6.79, 407, 1
6.82, 409, 2
6.81, 408, 0
6.80, 408, 1
6.81, 408, 2
6.82, 409, 0
6.79, 407, 1
6.81, 408, 2
6.82, 409, 0
6.80, 407, 1
6.81, 408, 2
6.82, 408, 0
6.79, 407, 1
6.81, 408, 2
6.81, 408, 0
6.77, 406, 1
6.81, 408, 2
6.81, 408, 0
6.80, 408, 1
6.82, 408, 2
6.82, 408, 0
6.79, 407, 1
6.82, 409, 2
6.81, 408, 0
