9.60, 576, 1
9.66, 579, 2
9.64, 578, 0
9.62, 577, 1
9.63, 577, 2
9.64, 578, 0
9.61, 576, 1
9.64, 578, 2
9.64, 578, 0
9.62, 577, 1
9.64, 578, 2
9.62, 577, 0
9.63, 578, 1
9.61, 576, 2
9.65, 578, 0
9.61, 576, 1
9.63, 577, 2
9.62, 577, 0
9.62, 577, 1
9.63, 577, 2
9.62, 577, 0
9.60, 576, 1
9.63, 577, 2
9.61, 576, 0
9.60, 576, 1
9.62, 577, 2
9.62, 577, 0
9.59, 575, 1
9.62, 576, 2
9.62, 576, 0
9.59, 575, 1
9.62, 577, 2
9.61, 576, 0
9.59, 575, 1
9.61, 576, 2
9.61, 576, 0
9.60, 575, 1
9.61, 576, 2
9.61, 576, 0
9.60, 575, 1
9.61, 576, 2
9.61, 576, 0
9.59, 575, 1
9.60, 576, 2
9.62, 577, 0
9.60, 575, 1
9.61, 576, 2
9.61, 576, 0
9.59, 575, 1
9.60, 576, 2
9.60, 575, 0
9.60, 575, 1
9.60, 576, 2
9.61, 576, 0
9.58, 574, 1
9.58, 574, 2
9.63, 578, 0
9.59, 575, 1
9.62, 577, 2
9.60, 576, 0
9.59, 575, 1
9.60, 576, 2
9.60, 576, 0
9.59, 575, 1
9.61, 576, 2
9.61, 576, 0
9.59, 575, 1
9.60, 575, 2
9.63, 577, 0
9.59, 575, 1
9.61, 576, 2
9.61, 576, 0
9.59, 575, 1
9.61, 576, 2
9.61, 576, 0
9.59, 575, 1
9.59, 575, 2
9.63, 577, 0
9.59, 575, 1
9.61, 576, 2
9.61, 576, 0
9.56, 573, 1
9.63, 577, 2
9.61, 576, 0
9.58, 575, 1
9.61, 576, 2
9.62, 577, 0
9.58, 575, 1
9.61, 576, 2
9.61, 576, 0
9.59, 575, 1
9.61, 576, 2
9.61, 576, 0
9.59, 575, 1
9.62, 577, 2
9.61, 576, 0
9.58, 574, 1
9.63, 577, 2
9.61, 576, 0
9.59, 575, 1
9.61, 576, 2
9.61, 576, 0
9.59, 575, 1
9.62, 576, 2
9.60, 576, 0
9.59, 575, 1
9.61, 576, 2
9.61, 576, 0
9.60, 575, 1
9.61, 576, 2
9.60, 576, 0
9.59, 575, 1
9.61, 576, 2
9.60, 576, 0
9.59, 575, 1
9.61, 576, 2
9.59, 575, 0
9.60, 575, 1
9.60, 576, 2
9.61, 576, 0
9.58, 574, 1
9.60, 575, 2
9.61, 576, 0
9.59, 575, 1
9.58, 574, 2
9.62, 577, 0
9.59, 575, 1
9.61, 576, 2
9.60, 576, 0
9.58, 574, 1
9.61, 576, 2
9.60, 576, 0
9.58, 574, 1
9.61, 576, 2
9.60, 576, 0
9.60, 575, 1
9.60, 576, 2
9.61, 576, 0
9.58, 574, 1
9.62, 577, 2
9.61, 576, 0
9.59, 575, 1
9.61, 576, 2
9.59, 575, 0
9.61, 576, 1
9.61, 576, 2
9.61, 576, 0
9.59, 575, 1
9.61, 576, 2
9.60, 575, 0
9.59, 575, 1
9.59, 575, 2
9.62, 577, 0
9.59, 575, 1
9.58, 574, 2
9.64, 578, 0
9.59, 575, 1
9.60, 576, 2
9.61, 576, 0
9.59, 575, 1
9.60, 576, 2
9.60, 576, 0
9.59, 575, 1
9.60, 576, 2
9.60, 576, 0
9.56, 573, 1
9.62, 577, 2
9.60, 576, 0
9.58, 575, 1
9.60, 576, 2
9.60, 576, 0
9.58, 574, 1
9.61, 576, 2
9.58, 574, 0
9.61, 576, 1
9.60, 576, 2
9.59, 575, 0
9.60, 575, 1
9.61, 576, 2
9.60, 575, 0
9.59, 575, 1
9.61, 576, 2
9.61, 576, 0
9.60, 575, 1
9.61, 576, 2
9.61, 576, 0
9.59, 575, 1
9.62, 576, 2
9.62, 576, 0
9.60, 576, 1
9.62, 577, 2
9.59, 575, 0
9.63, 577, 1
9.62, 577, 2
9.62, 577, 0
9.60, 576, 1
9.62, 577, 2
9.62, 577, 0
9.60, 575, 1
9.62, 577, 2
9.60, 575, 0
9.62, 577, 1
9.62, 577, 2
9.62, 577, 0
9.60, 575, 1
9.62, 577, 2
9.62, 576, 0
9.59, 575, 1
9.63, 577, 2
9.62, 577, 0
9.60, 576, 1
9.62, 577, 2
9.63, 577, 0
9.60, 576, 1
9.62, 577, 2
9.62, 577, 0
9.58, 574, 1
9.66, 579, 2
9.60, 575, 0
9.63, 577, 1
9.63, 577, 2
9.63, 577, 0
9.61, 576, 1
9.62, 577, 2
9.62, 577, 0
9.59, 575, 1
9.63, 577, 2
9.62, 577, 0
9.61, 576, 1
9.61, 576, 2
9.63, 577, 0
9.60, 575, 1
9.60, 576, 2
9.64, 578, 0
9.59, 575, 1
9.62, 577, 2
9.62, 577, 0
9.60, 575, 1
9.62, 576, 2
9.63, 577, 0
9.60, 576, 1
9.62, 577, 2
9.62, 577, 0
9.61, 576, 1
9.64, 578, 2
9.62, 577, 0
9.61, 576, 1
9.63, 577, 2
9.63, 577, 0
9.60, 575, 1
9.64, 578, 2
9.62, 577, 0
9.62, 577, 1
9.62, 577, 2
9.64, 578, 0
9.60, 575, 1
9.63, 578, 2
9.61, 576, 0
9.63, 577, 1
9.61, 576, 2
9.64, 578, 0
9.61, 576, 1
9.63, 577, 2
9.62, 577, 0
9.60, 576, 1
9.63, 577, 2
9.62, 576, 0
9.61, 576, 1
9.61, 576, 2
9.63, 577, 0
9.60, 575, 1
9.63, 577, 2
9.62, 576, 0
9.61, 576, 1
9.62, 577, 2
9.62, 577, 0
9.60, 576, 1
9.62, 577, 2
9.62, 577, 0
9.58, 574, 1
9.63, 578, 2
9.62, 577, 0
9.60, 575, 1
9.62, 577, 2
9.62, 576, 0
9.60, 576, 1
9.61, 576, 2
9.62, 577, 0
9.57, 574, 1
9.64, 578, 2
9.60, 576, 0
9.62, 577, 1
9.63, 577, 2
9.62, 577, 0
9.60, 575, 1
9.62, 577, 2
9.62, 577, 0
9.58, 574, 1
9.64, 578, 2
9.60, 576, 0
9.62, 577, 1
9.62, 577, 2
9.62, 577, 0
9.60, 576, 1
9.63, 577, 2
9.61, 576, 0
9.60, 576, 1
9.62, 576, 2
9.62, 577, 0
9.60, 575, 1
9.60, 575, 2
9.64, 578, 0
9.60, 575, 1
9.62, 577, 2
9.62, 577, 0
9.61, 576, 1
9.63, 577, 2
9.60, 575, 0
9.62, 577, 1
9.63, 578, 2
9.62, 577, 0
9.61, 576, 1
9.63, 577, 2
9.63, 577, 0
9.61, 576, 1
9.63, 578, 2
9.63, 577, 0
9.61, 576, 1
9.63, 577, 2
9.62, 577, 0
9.58, 574, 1
9.66, 579, 2
9.60, 576, 0
9.62, 577, 1
9.62, 577, 2
9.62, 577, 0
9.60, 575, 1
9.62, 577, 2
9.63, 577, 0
9.60, 575, 1
9.63, 577, 2
9.59, 575, 0
9.62, 577, 1
9.62, 577, 2
9.62, 577, 0
9.60, 575, 1
9.59, 575, 2
9.64, 578, 0
9.60, 575, 1
9.63, 577, 2
9.61, 576, 0
9.60, 576, 1
9.61, 576, 2
9.60, 576, 0
9.62, 577, 1
9.62, 577, 2
9.63, 577, 0
9.60, 576, 1
9.63, 577, 2
9.62, 577, 0
9.60, 575, 1
9.62, 577, 2
9.62, 577, 0
9.59, 575, 1
9.64, 578, 2
9.62, 577, 0
9.60, 576, 1
9.62, 577, 2
9.62, 577, 0
9.59, 575, 1
9.63, 578, 2
9.62, 577, 0
9.59, 575, 1
9.62, 577, 2
9.62, 577, 0
9.60, 575, 1
9.59, 575, 2
9.63, 578, 0
9.60, 576, 1
9.62, 577, 2
9.62, 577, 0
9.60, 575, 1
9.62, 577, 2
9.60, 575, 0
9.62, 577, 1
9.62, 577, 2
9.62, 577, 0
9.60, 575, 1
9.63, 577, 2
9.62, 577, 0
9.60, 576, 1
9.62, 577, 2
9.62, 577, 0
9.60, 576, 1
9.63, 577, 2
9.62, 577, 0
9.60, 575, 1
9.60, 576, 2
9.64, 578, 0
9.60, 576, 1
9.62, 577, 2
9.62, 577, 0
9.60, 576, 1
9.62, 577, 2
9.59, 575, 0
9.63, 577, 1
9.62, 577, 2
9.64, 578, 0
9.60, 576, 1
9.62, 577, 2
9.62, 577, 0
9.60, 576, 1
9.63, 577, 2
9.63, 577, 0
9.58, 574, 1
9.65, 578, 2
9.60, 576, 0
9.63, 577, 1
9.62, 577, 2
9.63, 577, 0
9.61, 576, 1
9.63, 577, 2
9.62, 577, 0
9.60, 576, 1
9.62, 577, 2
9.62, 577, 0
9.61, 576, 1
9.62, 577, 2
9.62, 577, 0
9.60, 575, 1
9.63, 577, 2
9.62, 576, 0
9.60, 576, 1
9.61, 576, 2
9.59, 575, 0
9.63, 577, 1
9.62, 577, 2
9.62, 577, 0
9.60, 575, 1
9.62, 576, 2
9.62, 576, 0
9.58, 574, 1
9.64, 578, 2
9.61, 576, 0
9.59, 575, 1
9.62, 577, 2
9.61, 576, 0
9.59, 575, 1
9.59, 575, 2
9.63, 577, 0
9.59, 575, 1
9.62, 576, 2
9.60, 576, 0
