timestamp,indicated_airspeed_m_s,true_airspeed_m_s,true_airspeed_unfiltered_m_s,air_temperature_celsius,confidence
3729233,1.06972,1.08875,0.0,23.1216,1.0
3739752,1.04245,1.06098,0.0,23.1202,1.0
3750821,0.996709,1.01444,0.0,23.1259,1.0
3761832,0.930646,0.947159,0.0,23.1002,1.0
3772827,0.839453,0.854365,0.0,23.1202,1.0
3783753,0.716254,0.728981,0.0,23.103,1.0
3794021,0.545872,0.555582,0.0,23.1345,1.0
3804811,0.264158,0.268855,0.0,23.1302,1.0
3814870,0.0,0.0,0.0,23.1259,1.0
3824881,0.0,0.0,1.75457,23.1302,1.0
3835758,0.0,0.0,0.257029,23.1059,1.0
3846822,0.0,0.0,1.48103,23.123,1.0
3856831,0.0,0.0,1.80288,23.1316,1.0
3867755,0.0,0.0,1.99097,23.1373,1.0
3878825,0.0,0.0,0.0,23.1044,1.0
3889767,0.0,0.0,1.481,23.123,1.0
3900826,0.0,0.0,1.06596,23.1144,1.0
3911843,0.0,0.0,1.89923,23.1345,1.0
3923096,0.0,0.0,0.0,23.123,1.0
3935213,0.0,0.0,0.0,23.123,1.0
3946800,0.0,0.0,0.0,23.1187,1.0
3957756,0.0,0.0,0.0,23.1216,1.0
3968892,0.0,0.0,0.0,23.1359,1.0
3979752,0.0,0.0,0.0,23.143,1.0
3990821,0.0,0.0,0.0,23.133,1.0
4000819,0.0,0.0,0.0,23.1044,1.0
4011757,0.0,0.0,0.0,23.133,1.0
4022820,0.0,0.0,0.0,23.1016,1.0
4033753,0.0,0.0,3.27545,23.1202,1.0
4044817,0.0,0.0,1.14368,23.1159,1.0
4055775,0.0,0.0,0.771063,23.1102,1.0
4067752,0.0,0.0,1.70498,23.1287,1.0
4078820,0.0,0.0,0.0,23.0944,1.0
4088872,0.0,0.0,2.07868,23.1402,1.0
4099765,0.0,0.0,1.75463,23.1302,1.0
4109767,0.0,0.0,1.64981,23.1273,1.0
4120826,0.0,0.0,1.29026,23.1187,1.0
4131767,0.0,0.0,1.85349,23.133,1.0
4142866,0.0,0.0,0.487661,23.1073,1.0
4153767,0.0,0.0,1.48098,23.123,1.0
4164874,0.0,0.0,1.29027,23.1187,1.0
4175767,0.0,0.0,0.0,23.103,1.0
