timestamp,indicated_airspeed_m_s,true_airspeed_m_s,true_airspeed_unfiltered_m_s,air_temperature_celsius,confidence
4320751,0.0,0.0,0.0,23.2198,1.0
4331826,0.0,0.0,0.0,23.2284,1.0
4341792,0.0,0.0,0.0,23.2084,1.0
4352757,0.0,0.0,0.0,23.2284,1.0
4363822,0.0,0.0,0.325166,23.2298,1.0
4374766,0.0,0.0,3.28402,23.2298,1.0
4385858,0.0,0.0,0.0,23.1969,1.0
4396878,0.0,0.0,0.0,23.2198,1.0
4406754,0.0,0.0,0.0,23.2227,1.0
4417821,0.0,0.0,0.995617,23.237,1.0
4428753,0.0,0.0,0.0,23.2012,1.0
4438914,0.0,0.0,0.905225,23.2355,1.0
4449792,0.0,0.0,0.0,23.2198,1.0
4460752,0.0,0.0,0.0,23.2184,1.0
4471827,0.0,0.0,0.539237,23.2312,1.0
4482752,0.0,0.0,0.0,23.2055,1.0
4493852,0.0,0.0,0.796497,23.2341,1.0
4504771,0.0,0.0,0.0,23.1969,1.0
4515752,0.0,0.0,0.0,23.227,1.0
4526756,0.0,0.0,0.0,23.1998,1.0
4537792,0.0,0.0,0.0,23.2227,1.0
4548752,0.0,0.0,0.0,23.2184,1.0
4559871,0.0,0.0,0.0,23.2041,1.0
4570751,0.0,0.0,1.60954,23.2498,1.0
4581792,0.0,0.0,0.539234,23.2312,1.0
4592754,0.0,0.0,0.0,23.2155,1.0
4603826,0.0,0.0,0.0,23.2255,1.0
4614918,0.0,0.0,0.680148,23.2327,1.0
4624874,0.0,0.0,0.0,23.1984,1.0
4635823,0.0,0.0,0.0,23.227,1.0
4645826,0.0,0.0,0.0,23.2012,1.0
4655834,0.0,0.0,0.0,23.2212,1.0
4666838,0.0,0.0,0.0,23.1969,1.0
4678606,0.0,0.0,0.0,23.217,1.0
4689874,0.0,0.0,0.0,23.2155,1.0
4700767,0.0,0.0,0.796501,23.2341,1.0
4712767,0.0,0.0,0.796489,23.2341,1.0
4723820,0.0,0.0,0.0,23.2198,1.0
4734823,0.0,0.0,0.0,23.2312,1.0
4745856,0.0,0.0,0.0,23.2027,1.0
4756759,0.0,0.0,0.0,23.2255,1.0
4768767,0.0,0.0,0.0,23.2069,1.0
4779871,0.0,0.0,1.08457,23.2384,1.0
4790934,0.0,0.0,0.0,23.2227,1.0
4802189,0.0,0.0,0.0,23.2027,1.0
4812864,0.0,0.0,0.0,23.2284,1.0
4822822,0.0,0.0,0.0,23.2155,1.0
4834189,0.0,0.0,0.0,23.2198,1.0
4844771,0.0,0.0,0.0,23.2041,1.0
4854838,0.0,0.0,0.0,23.2198,1.0
4864772,0.0,0.0,0.0,23.2098,1.0
4875821,0.0,0.0,0.0,23.2284,1.0
4886827,0.0,0.0,0.0,23.2055,1.0
4896784,0.0,0.0,0.0,23.227,1.0
4907820,0.0,0.0,0.0,23.2055,1.0
4919019,0.0,0.0,0.0,23.2155,1.0
4930179,0.0,0.0,0.0,23.2227,1.0
4942528,0.0,0.0,0.0,23.1941,1.0
4952772,0.0,0.0,0.0,23.2241,1.0
4963820,0.0,0.0,0.0,23.2141,1.0
4975620,0.0,0.0,0.0,23.2227,1.0
4986819,0.0,0.0,0.0,23.2198,1.0
4997863,0.0,0.0,0.0,23.2198,1.0
5008971,0.0,0.0,0.0,23.2141,1.0
5020170,0.0,0.0,0.0,23.217,1.0
5032441,0.0,0.0,0.796505,23.2341,1.0
5042752,0.0,0.0,0.0,23.2212,1.0
5053791,0.0,0.0,0.0,23.2284,1.0
5064759,0.0,0.0,0.0,23.2284,1.0
5076227,0.0,0.0,0.0,23.2241,1.0
5086840,0.0,0.0,0.0,23.2184,1.0
5097791,0.0,0.0,0.0,23.2155,1.0
5108752,0.0,0.0,0.0,23.2184,1.0
5120747,0.0,0.0,1.1611,23.2398,1.0
5130752,0.0,0.0,1.16112,23.2398,1.0
5141856,0.0,0.0,0.0,23.2112,1.0
5153014,0.0,0.0,0.0,23.227,1.0
5164090,0.0,0.0,0.0,23.2212,1.0
5174839,0.0,0.0,0.0,23.227,1.0
5185833,0.0,0.0,0.680144,23.2327,1.0
5196220,0.0,0.0,0.0,23.2112,1.0
5206838,0.0,0.0,0.0,23.2198,1.0
5216768,0.0,0.0,0.0,23.2255,1.0
5228098,0.0,0.0,0.0,23.2184,1.0
5238753,0.0,0.0,0.0,23.2227,1.0
5248785,0.0,0.0,0.0,23.2184,1.0
5259872,0.0,0.0,0.0,23.2284,1.0
5271821,0.0,0.0,0.0,23.2241,1.0
5283821,0.0,0.0,0.0,23.1941,1.0
5295822,0.0,0.0,0.0,23.2198,1.0
5306911,0.0,0.0,0.0,23.227,1.0
5318191,0.0,0.0,0.0,23.2041,1.0
5328759,0.0,0.0,0.0,23.1969,1.0
5339871,0.0,0.0,0.0,23.2055,1.0
5350839,0.0,0.0,0.0,23.2227,1.0
5362515,0.0,0.0,0.0,23.1969,1.0
5372754,0.0,0.0,0.0,23.2141,1.0
5383821,0.0,0.0,0.0,23.2155,1.0
5394839,0.0,0.0,0.0,23.2212,1.0
5406215,0.0,0.0,0.0,23.1912,1.0
5416753,0.0,0.0,0.0,23.2255,1.0
5427820,0.0,0.0,0.0,23.1912,1.0
5438840,0.0,0.0,0.0,23.217,1.0
5450743,0.0,0.0,0.0,23.2112,1.0
5460759,0.0,0.0,0.0,23.2098,1.0
5471833,0.0,0.0,0.0,23.2198,1.0
5482839,0.0,0.0,0.0,23.2084,1.0
5494170,0.0,0.0,0.0,23.217,1.0
5504752,0.0,0.0,0.0,23.1941,1.0
5515821,0.0,0.0,1.16112,23.2398,1.0
5526754,0.0,0.0,0.0,23.2127,1.0
5536775,0.0,0.0,0.0,23.2198,1.0
5546839,0.0,0.0,0.0,23.1927,1.0
5558200,0.0,0.0,0.0,23.2112,1.0
5568768,0.0,0.0,0.0,23.1955,1.0
5579457,0.0,0.0,0.0,23.2141,1.0
5590164,0.0,0.0,0.0,23.2127,1.0
5602496,0.0,0.0,2.48693,23.1927,1.0
5612751,0.0,0.0,3.17558,23.2241,1.0
5623827,0.0,0.0,3.86096,23.1912,1.0
5635409,0.0,0.0,3.3636,23.2341,1.0
5647048,0.0,0.0,2.75664,23.2041,1.0
5657862,0.0,0.0,3.33797,23.2327,1.0
5668752,0.0,0.0,2.91284,23.2112,1.0
5678753,0.0,0.0,2.88094,23.2098,1.0
5689873,0.0,0.0,3.1189,23.2212,1.0
5702040,0.0,0.0,0.0,23.1912,1.0
5713796,0.0,0.0,0.0,23.2227,1.0
5724768,0.0,0.0,0.0,23.2055,1.0
5736754,0.0,0.0,0.0,23.2112,1.0
5747822,0.0,0.0,0.0,23.1898,1.0
5758753,0.262479,0.26718,0.0,23.2098,1.0
5769792,0.451961,0.460078,1.23288,23.2412,1.0
5780779,0.567794,0.57796,0.0,23.2084,1.0
5791820,0.648273,0.65988,0.0,23.217,1.0
5802767,0.704205,0.716817,0.0,23.2112,1.0
5814657,0.74225,0.75555,0.0,23.2127,1.0
5825896,0.763837,0.777496,0.0,23.1927,1.0
5836770,0.769329,0.783107,0.0,23.2084,1.0
5848767,0.759732,0.77329,0.0,23.1884,1.0
5859872,0.737207,0.750429,0.0,23.2227,1.0
5870758,0.706897,0.719568,0.0,23.217,1.0
5881791,0.671111,0.683113,0.0,23.2141,1.0
5892763,0.62828,0.639518,0.0,23.2155,1.0
5903813,0.574045,0.58429,0.0,23.1898,1.0
5914768,0.502839,0.51184,0.0,23.2198,1.0
5926495,0.41004,0.417374,0.0,23.1969,1.0
5937803,0.276416,0.281366,0.0,23.2112,1.0
5948874,0.0,0.0,0.0,23.2027,1.0
5960754,0.0,0.0,0.0,23.1841,1.0
5971821,0.0,0.0,0.0,23.217,1.0
5982752,0.0,0.0,0.0,23.1984,1.0
5993854,0.0,0.0,0.0,23.2127,1.0
6004768,0.0,0.0,0.0,23.1912,1.0
6015752,0.0,0.0,0.905229,23.2355,1.0
6026756,0.0,0.0,0.0,23.1898,1.0
6038569,0.0,0.0,0.0,23.2127,1.0
6049792,0.0,0.0,0.0,23.2184,1.0
6060764,0.0,0.0,0.539234,23.2312,1.0
6072781,0.0,0.0,0.0,23.2098,1.0
6083821,0.0,0.0,0.0,23.2084,1.0
6094351,0.0,0.0,0.0,23.2141,1.0
6104752,0.0,0.0,0.0,23.1969,1.0
6114838,0.0,0.0,0.0,23.2112,1.0
6126677,0.0,0.0,0.0,23.1855,1.0
6137847,0.0,0.0,0.0,23.2141,1.0
6148752,0.0,0.0,0.0,23.1855,1.0
6160752,0.0,0.0,0.0,23.1912,1.0
6171821,0.0,0.0,0.0,23.2155,1.0
6182754,0.0,0.0,0.0,23.2112,1.0
6193792,0.0,0.0,0.32517,23.2298,1.0
6204757,0.0,0.0,0.0,23.2212,1.0
6215823,0.0,0.0,0.325178,23.2298,1.0
6225796,0.0,0.0,0.0,23.1984,1.0
6235821,0.0,0.0,0.0,23.2084,1.0
6246752,0.0,0.0,0.0,23.1941,1.0
6257847,0.0,0.0,0.0,23.2227,1.0
