timestamp,indicated_airspeed_m_s,true_airspeed_m_s,true_airspeed_unfiltered_m_s,air_temperature_celsius,confidence
3938767,4.08982,4.1663,6.89726,23.7389,1.0
3949873,4.22311,4.30216,7.72567,23.7503,1.0
3961030,4.35647,4.43817,4.60226,23.756,1.0
3971865,4.48028,4.5647,5.22128,23.8166,1.0
3982767,4.59347,4.68031,6.41529,23.8566,1.0
3993820,4.7039,4.79263,7.59891,23.8323,1.0
4005012,4.81405,4.90509,5.64685,23.8537,1.0
4015807,4.91926,5.0121,6.13226,23.828,1.0
4026768,5.0204,5.11519,7.65806,23.8394,1.0
4037039,5.12168,5.21817,6.70255,23.8151,1.0
4049050,5.22213,5.3208,7.03825,23.8523,1.0
4059818,5.32192,5.42239,7.76108,23.8523,1.0
4070767,5.42099,5.52242,6.23194,23.7403,1.0
4081035,5.51938,5.62265,8.73333,23.7403,1.0
4093030,5.61813,5.72307,6.07254,23.7246,1.0
4103883,5.71327,5.82035,7.06255,23.7574,1.0
4113822,5.80398,5.91252,7.55139,23.7289,1.0
4125030,5.89551,6.00597,8.79396,23.7489,1.0
4137023,5.99011,6.10222,7.56287,23.7303,1.0
4147805,6.08188,6.19587,5.64593,23.756,1.0
4158766,6.16378,6.27911,6.17433,23.7346,1.0
4169881,6.23639,6.35324,6.98714,23.7489,1.0
4181046,6.30637,6.42457,8.84431,23.756,1.0
4191807,6.37746,6.4968,6.83276,23.7317,1.0
4201823,6.44501,6.56585,6.33122,23.7503,1.0
4213027,6.50724,6.62907,8.16389,23.7346,1.0
4225039,6.56629,6.68911,6.24568,23.7417,1.0
4235890,6.62225,6.74618,8.26054,23.7474,1.0
4246766,6.67633,6.80139,7.03713,23.7546,1.0
4257025,6.73,6.85568,8.60014,23.7217,1.0
4269012,6.78451,6.91154,7.72571,23.7503,1.0
4279805,6.83984,6.9679,8.27181,23.7489,1.0
4290767,6.89369,7.02252,6.72717,23.7203,1.0
4301826,6.94362,7.07362,7.64474,23.7403,1.0
4313045,6.99009,7.12082,7.64459,23.7403,1.0
4323807,7.03304,7.16495,6.56428,23.7746,1.0
4334768,7.07231,7.20501,8.38895,23.7646,1.0
4345820,7.10901,7.24233,6.41434,23.7589,1.0
4357027,7.14339,7.27688,8.61025,23.7231,1.0
4367862,7.17578,7.3102,6.35824,23.7532,1.0
4378766,7.20548,7.3403,8.16381,23.7346,1.0
4389045,7.23475,7.37062,8.46294,23.7746,1.0
4402236,7.26313,7.39925,5.62948,23.7546,1.0
4413820,7.28607,7.42228,7.49239,23.7217,1.0
4423835,7.3052,7.44194,7.7718,23.756,1.0
4434752,7.32502,7.46177,8.64079,23.7274,1.0
4445053,7.35031,7.48788,9.89984,23.7574,1.0
4457479,7.38305,7.52127,8.25018,23.746,1.0
4468765,7.41654,7.5555,6.31648,23.7489,1.0
4479804,7.4473,7.58698,9.45848,23.7603,1.0
4491438,7.47669,7.61692,5.724,23.7632,1.0
4502089,7.50402,7.64466,9.42048,23.7546,1.0
4515314,7.53147,7.67242,7.60998,23.736,1.0
4526867,7.5551,7.6966,4.4456,23.7446,1.0
4539408,7.57579,7.71745,11.5693,23.7446,1.0
4550752,7.60518,7.74893,8.80592,23.848,1.0
4563412,7.64077,7.78532,7.76139,23.8523,1.0
4574089,7.67624,7.82129,9.3365,23.8394,1.0
4584766,7.71058,7.85641,6.40191,23.8551,1.0
4594755,7.74211,7.88845,9.33655,23.8394,1.0
