12.48,0.00
13.05,0.00
13.59,0.00
14.14,0.00
14.68,0.00
15.23,0.00
15.77,0.00
16.32,0.00
16.86,0.00
17.41,0.00
17.95,0.00
18.50,0.00
19.05,0.00
19.59,0.00
20.14,0.00
20.68,0.00
21.23,0.00
21.77,0.00
22.32,0.00
22.86,0.00
23.41,0.00
23.96,0.00
24.50,0.00
25.05,0.00
25.59,0.00
26.14,0.00
26.68,0.00
27.23,0.00
27.77,0.00
28.32,0.00
28.86,0.00
29.41,0.00
29.95,0.00
30.50,0.00
31.05,0.00
31.59,0.00
32.13,0.00
32.68,0.00
33.22,0.00
33.75,0.00
34.28,0.00
34.81,0.00
35.34,0.00
35.88,0.00
36.41,0.00
36.95,0.00
37.49,0.00
38.04,0.00
38.58,0.00
39.13,0.00
39.67,0.00
40.22,0.15
40.76,0.00
41.31,0.15
41.85,95.01
42.40,2003.23
42.94,2003.23
43.49,2003.23
44.03,2003.23
44.58,2003.23
45.12,2003.23
45.67,2003.23
46.22,2003.23
46.76,2003.23
47.31,2003.23
47.85,2003.23
48.40,2003.23
48.94,2003.23
49.49,2003.23
50.02,2003.23
50.55,2003.23
51.08,2003.23
51.65,2003.23
52.18,2003.23
52.71,2003.23
53.26,2003.23
53.79,2003.23
54.32,2003.23
54.85,2003.23
55.39,2003.23
55.92,2003.23
56.45,2003.23
56.98,2003.23
57.52,2003.23
58.05,2003.23
58.58,2003.23
59.12,2003.23
59.66,2003.23
60.20,2003.23
60.75,2003.23
61.29,2003.23
61.84,2003.23
62.38,2003.23
62.93,2003.23
63.47,2003.23
64.02,2003.23
64.56,2003.23
65.11,2003.23
65.65,2003.23
66.20,2003.23
66.75,2003.23
67.29,2003.23
67.84,2003.23
68.38,2003.23
68.93,2003.23
69.47,2003.23
70.02,2003.23
70.57,2003.23
71.11,2003.23
71.66,2003.23
72.20,2003.23
72.75,2003.23
73.29,2003.23
73.84,2003.23
74.38,2003.23
74.93,2003.23
75.47,2003.23
76.02,2003.23
76.56,2003.23
77.11,2003.23
77.65,2003.23
78.20,2003.23
78.75,2003.23
79.28,2003.23
79.81,2003.23
80.34,2003.23
80.88,2003.23
81.41,2003.23
81.94,2003.23
82.47,2003.23
83.02,2003.23
83.55,2003.23
84.08,2003.23
84.61,2003.23
85.15,2003.23
85.68,2003.23
86.21,2003.23
86.75,2003.23
87.28,2003.23
87.81,2003.23
88.34,2003.23
88.87,2003.23
89.41,2003.23
89.94,2003.23
90.47,2003.23
91.01,2003.23
91.54,2003.23
92.07,2003.23
92.60,2003.23
93.13,2003.23
93.67,2003.23
94.20,2003.23
94.73,2003.23
95.27,2003.23
95.82,2003.23
96.36,2003.23
96.91,2003.23
97.45,2003.23
98.00,2003.23
98.54,2003.23
99.09,2003.23
99.64,2003.23
100.18,2003.23
100.73,2003.23
101.27,2003.23
101.82,2003.23
102.36,2003.23
102.91,2003.23
103.46,2003.23
103.99,2003.23
104.52,2003.23
105.05,2003.23
105.58,2003.23
106.12,2003.23
106.65,2003.23
107.18,2003.23
107.71,2003.23
108.25,2003.23
108.78,2003.23
109.31,2003.23
109.84,2003.23
110.38,2003.23
110.91,2003.23
111.44,2003.23
111.98,2003.23
112.53,2003.23
113.07,2003.23
113.62,2003.23
114.16,2003.23
114.71,2003.23
115.25,2003.23
115.80,2003.23
116.35,2003.23
116.89,2003.23
117.43,2003.23
117.98,2003.23
118.52,2003.23
119.07,2003.23
119.61,2003.23
120.16,2003.23
120.70,2003.23
121.24,2003.23
121.78,2003.23
122.31,2003.23
122.84,2003.23
123.38,2003.23
123.91,2003.23
124.45,2003.23
124.99,2003.23
125.53,2003.23
126.06,2003.23
126.59,2003.23
127.12,2003.23
127.65,2003.23
128.19,2003.23
128.73,2003.23
129.27,2003.23
129.82,2003.23
130.36,2003.23
130.90,2003.23
131.45,2003.23
131.99,2003.23
132.53,2003.23
133.07,2003.23
