0.00, 0, 0
1.66, 99, 1
2.13, 128, 2
2.40, 144, 0
2.72, 163, 1
2.97, 178, 2
3.06, 183, 0
3.13, 187, 1
3.11, 186, 2
3.06, 183, 0
3.08, 184, 1
3.08, 184, 2
3.05, 182, 0
3.11, 186, 1
3.21, 192, 2
3.32, 198, 0
3.48, 208, 1
3.60, 215, 2
3.63, 218, 0
3.74, 224, 1
3.82, 228, 2
3.84, 230, 0
3.94, 236, 1
3.99, 239, 2
3.99, 239, 0
4.05, 243, 1
4.09, 245, 2
4.09, 245, 0
4.14, 248, 1
4.17, 249, 2
4.13, 247, 0
4.16, 249, 1
4.14, 248, 2
4.09, 245, 0
4.12, 246, 1
4.11, 246, 2
4.07, 243, 0
4.08, 244, 1
4.08, 244, 2
4.05, 242, 0
4.12, 247, 1
4.14, 248, 2
4.08, 244, 0
4.04, 242, 1
3.94, 236, 2
3.80, 227, 0
3.75, 224, 1
3.68, 220, 2
3.57, 214, 0
3.53, 211, 1
3.46, 207, 2
3.36, 201, 0
3.34, 200, 1
3.28, 196, 2
3.17, 190, 0
3.15, 189, 1
3.13, 187, 2
3.04, 182, 0
3.05, 182, 1
3.04, 182, 2
2.97, 178, 0
3.00, 179, 1
3.00, 180, 2
2.94, 176, 0
2.95, 177, 1
2.93, 176, 2
2.88, 172, 0
2.93, 175, 1
2.94, 176, 2
2.90, 173, 0
2.94, 176, 1
2.95, 176, 2
2.89, 173, 0
2.92, 174, 1
2.92, 175, 2
2.87, 172, 0
2.91, 174, 1
2.92, 174, 2
2.86, 171, 0
2.89, 173, 1
2.91, 174, 2
2.84, 170, 0
2.88, 172, 1
2.88, 172, 2
2.84, 170, 0
2.90, 174, 1
2.93, 175, 2
2.89, 173, 0
2.93, 176, 1
2.95, 176, 2
2.88, 173, 0
2.91, 174, 1
2.91, 174, 2
2.86, 171, 0
2.92, 174, 1
2.94, 176, 2
2.90, 174, 0
2.94, 176, 1
2.94, 176, 2
2.88, 172, 0
2.91, 174, 1
76.91, 4614, 2
3.03, 181, 0
2.85, 171, 1
2.90, 173, 2
2.91, 174, 0
2.86, 171, 1
2.89, 173, 2
2.90, 173, 0
2.85, 170, 1
2.88, 172, 2
2.88, 173, 0
2.83, 170, 1
2.89, 173, 2
2.93, 175, 0
2.89, 173, 1
2.94, 176, 2
2.96, 177, 0
2.90, 173, 1
2.92, 175, 2
2.92, 175, 0
2.86, 171, 1
2.92, 174, 2
2.94, 176, 0
2.89, 173, 1
2.94, 176, 2
2.96, 177, 0
2.90, 174, 1
2.93, 175, 2
2.93, 175, 0
2.87, 172, 1
2.92, 174, 2
2.94, 176, 0
2.91, 174, 1
2.94, 176, 2
2.95, 177, 0
2.89, 173, 1
2.92, 175, 2
2.93, 176, 0
2.90, 173, 1
3.00, 180, 2
3.06, 183, 0
3.02, 181, 1
3.05, 183, 2
3.05, 182, 0
3.00, 179, 1
3.04, 182, 2
3.05, 183, 0
3.05, 182, 1
3.24, 194, 2
3.49, 209, 0
3.64, 218, 1
3.83, 229, 2
3.96, 237, 0
4.04, 242, 1
4.13, 247, 2
4.23, 253, 0
4.27, 256, 1
4.39, 263, 2
4.48, 268, 0
4.50, 270, 1
4.58, 274, 2
4.65, 279, 0
4.66, 279, 1
4.73, 283, 2
4.78, 286, 0
4.79, 287, 1
4.85, 291, 2
4.89, 293, 0
4.88, 292, 1
4.92, 295, 2
4.93, 295, 0
4.90, 293, 1
4.94, 296, 2
4.96, 297, 0
4.94, 296, 1
4.98, 299, 2
5.00, 299, 0
4.99, 299, 1
5.03, 301, 2
5.04, 302, 0
5.00, 300, 1
5.04, 302, 2
5.06, 303, 0
5.04, 302, 1
5.07, 304, 2
5.09, 305, 0
5.06, 303, 1
5.09, 305, 2
5.09, 305, 0
5.04, 302, 1
5.05, 303, 2
5.03, 301, 0
5.00, 300, 1
5.03, 301, 2
5.03, 301, 0
5.01, 300, 1
5.02, 301, 2
5.02, 301, 0
4.95, 297, 1
4.96, 297, 2
4.94, 296, 0
4.89, 293, 1
4.90, 294, 2
4.87, 291, 0
4.79, 287, 1
4.77, 286, 2
4.74, 284, 0
4.68, 280, 1
4.71, 282, 2
4.70, 281, 0
4.62, 276, 1
4.59, 275, 2
4.56, 273, 0
4.47, 268, 1
4.44, 266, 2
4.40, 263, 0
4.32, 259, 1
4.31, 258, 2
4.26, 255, 0
4.18, 251, 1
4.17, 249, 2
4.15, 248, 0
4.11, 246, 1
4.13, 247, 2
4.13, 247, 0
4.08, 244, 1
4.11, 246, 2
4.12, 247, 0
4.07, 244, 1
4.08, 245, 2
4.08, 244, 0
4.00, 240, 1
3.99, 239, 2
3.97, 238, 0
3.92, 235, 1
3.93, 236, 2
3.91, 234, 0
3.85, 230, 1
3.86, 231, 2
3.84, 230, 0
3.77, 226, 1
3.80, 227, 2
3.77, 226, 0
3.71, 222, 1
3.73, 223, 2
3.71, 222, 0
3.65, 218, 1
3.67, 220, 2
3.69, 221, 0
3.68, 220, 1
3.73, 223, 2
3.72, 223, 0
3.69, 221, 1
3.69, 221, 2
3.67, 220, 0
3.59, 215, 1
3.60, 215, 2
3.56, 213, 0
3.50, 210, 1
3.53, 211, 2
3.54, 212, 0
3.49, 209, 1
3.52, 211, 2
3.54, 212, 0
3.48, 208, 1
3.50, 209, 2
3.49, 209, 0
3.43, 205, 1
3.45, 207, 2
3.47, 208, 0
3.44, 206, 1
3.47, 208, 2
3.49, 209, 0
3.46, 207, 1
3.49, 209, 2
3.49, 209, 0
3.43, 206, 1
3.45, 207, 2
3.45, 207, 0
3.40, 204, 1
3.45, 206, 2
3.47, 208, 0
3.42, 205, 1
3.47, 208, 2
3.48, 208, 0
90.51, 5430, 1
