4.08, 244, 0
4.08, 244, 1
4.02, 241, 2
4.03, 242, 0
4.04, 242, 1
3.99, 239, 2
4.02, 241, 0
4.03, 242, 1
4.00, 239, 2
4.03, 242, 0
4.05, 242, 1
4.01, 240, 2
4.05, 242, 0
4.05, 243, 1
4.00, 240, 2
4.02, 241, 0
4.02, 241, 1
3.97, 238, 2
4.00, 240, 0
4.01, 240, 1
3.98, 238, 2
4.01, 240, 0
4.00, 240, 1
107.98, 6478, 2
4.13, 247, 0
3.99, 239, 1
4.00, 239, 2
3.95, 236, 0
3.97, 238, 1
3.97, 238, 2
3.92, 235, 0
3.95, 237, 1
3.95, 237, 2
3.93, 236, 0
3.97, 238, 1
3.99, 239, 2
3.97, 237, 0
4.00, 239, 1
4.01, 240, 2
3.97, 237, 0
3.99, 239, 1
3.99, 239, 2
3.94, 236, 0
3.97, 237, 1
3.97, 238, 2
3.94, 236, 0
3.98, 238, 1
4.00, 239, 2
3.96, 237, 0
3.99, 239, 1
4.02, 240, 2
3.97, 238, 0
3.99, 239, 1
4.00, 239, 2
3.94, 236, 0
3.97, 238, 1
3.97, 238, 2
3.95, 237, 0
3.98, 239, 1
4.00, 240, 2
3.97, 238, 0
4.00, 240, 1
4.02, 241, 2
4.00, 239, 0
4.03, 241, 1
4.02, 241, 2
3.97, 238, 0
3.99, 239, 1
3.99, 239, 2
3.94, 236, 0
3.99, 239, 1
4.01, 240, 2
3.97, 238, 0
4.01, 240, 1
4.02, 241, 2
4.00, 239, 0
4.02, 241, 1
4.02, 241, 2
3.97, 238, 0
3.99, 239, 1
3.99, 239, 2
3.94, 236, 0
3.97, 238, 1
3.99, 239, 2
3.96, 237, 0
3.99, 239, 1
4.01, 240, 2
3.98, 238, 0
4.02, 240, 1
4.03, 241, 2
3.98, 238, 0
4.01, 240, 1
4.01, 240, 2
3.97, 238, 0
4.00, 239, 1
4.02, 241, 2
3.98, 239, 0
4.02, 241, 1
4.03, 241, 2
4.00, 239, 0
4.03, 242, 1
4.04, 242, 2
3.99, 239, 0
4.01, 240, 1
4.01, 240, 2
3.96, 237, 0
3.98, 239, 1
4.00, 240, 2
3.97, 238, 0
4.01, 240, 1
4.03, 241, 2
3.99, 239, 0
4.03, 241, 1
4.04, 242, 2
3.99, 239, 0
4.01, 240, 1
4.00, 240, 2
3.95, 237, 0
3.98, 238, 1
3.98, 238, 2
3.95, 237, 0
3.99, 239, 1
4.01, 240, 2
3.98, 238, 0
4.01, 240, 1
4.02, 241, 2
3.99, 239, 0
4.01, 240, 1
4.01, 240, 2
3.96, 237, 0
3.98, 238, 1
3.98, 238, 2
3.96, 237, 0
4.00, 239, 1
4.02, 240, 2
3.98, 239, 0
4.02, 240, 1
4.03, 241, 2
4.00, 239, 0
4.03, 241, 1
4.03, 242, 2
3.98, 238, 0
4.01, 240, 1
4.00, 240, 2
3.96, 237, 0
4.00, 240, 1
4.01, 240, 2
3.98, 238, 0
4.02, 241, 1
4.03, 241, 2
4.00, 239, 0
4.02, 241, 1
4.02, 241, 2
3.97, 238, 0
3.99, 239, 1
3.99, 239, 2
3.94, 236, 0
3.99, 239, 1
4.01, 240, 2
3.98, 238, 0
4.01, 240, 1
4.03, 241, 2
4.01, 240, 0
4.05, 242, 1
4.03, 241, 2
3.94, 236, 0
3.93, 235, 1
3.91, 234, 2
3.85, 231, 0
3.91, 234, 1
4.01, 240, 2
4.06, 243, 0
4.12, 247, 1
4.13, 247, 2
4.13, 247, 0
4.19, 251, 1
4.23, 253, 2
4.20, 252, 0